nivel_geo,cod_ibge_7_pop,cod_mun_pop,municipio_sinesp,nome_municipio_pop,ano,formulario_clean,evento_clean,num_total,pop_total,tx_total_100k
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2015,Formulário 8,Mandado de prisão cumprido,0,1447705,0.0
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2016,Formulário 8,Mandado de prisão cumprido,6032,1445430,417.31526258622
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2017,Formulário 8,Mandado de prisão cumprido,6965,1441692,483.11289790052246
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2018,Formulário 8,Mandado de prisão cumprido,6403,1437183,445.5243347576474
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2019,Formulário 8,Mandado de prisão cumprido,6008,1431518,419.69433845749757
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2020,Formulário 8,Mandado de prisão cumprido,5873,1425216,412.0778885446136
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2021,Formulário 8,Mandado de prisão cumprido,6430,1416951,453.7912743630514
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2022,Formulário 8,Mandado de prisão cumprido,6966,1407564,494.8975677127292
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2023,Formulário 8,Mandado de prisão cumprido,8464,1405685,602.1263654374914
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2024,Formulário 8,Mandado de prisão cumprido,8577,1389322,617.3514851128824
Estado,43,43,RIO GRANDE DO SUL (TOTAL),RIO GRANDE DO SUL (TOTAL),2025,Formulário 8,Mandado de prisão cumprido,10745,1388794,773.6928586961061
Município,4300034,4300034,ACEGUÁ,Aceguá,2015,Formulário 8,Mandado de prisão cumprido,0,4392,0.0
Município,4300034,4300034,ACEGUÁ,Aceguá,2016,Formulário 8,Mandado de prisão cumprido,1,4370,22.883295194508012
Município,4300034,4300034,ACEGUÁ,Aceguá,2017,Formulário 8,Mandado de prisão cumprido,0,4363,0.0
Município,4300034,4300034,ACEGUÁ,Aceguá,2018,Formulário 8,Mandado de prisão cumprido,0,4336,0.0
Município,4300034,4300034,ACEGUÁ,Aceguá,2019,Formulário 8,Mandado de prisão cumprido,0,4333,0.0
Município,4300034,4300034,ACEGUÁ,Aceguá,2020,Formulário 8,Mandado de prisão cumprido,1,4317,23.16423442205235
Município,4300034,4300034,ACEGUÁ,Aceguá,2021,Formulário 8,Mandado de prisão cumprido,0,4289,0.0
Município,4300034,4300034,ACEGUÁ,Aceguá,2022,Formulário 8,Mandado de prisão cumprido,1,4270,23.4192037470726
Município,4300034,4300034,ACEGUÁ,Aceguá,2023,Formulário 8,Mandado de prisão cumprido,1,4235,23.61275088547816
Município,4300034,4300034,ACEGUÁ,Aceguá,2024,Formulário 8,Mandado de prisão cumprido,0,4253,0.0
Município,4300034,4300034,ACEGUÁ,Aceguá,2025,Formulário 8,Mandado de prisão cumprido,1,4251,23.52387673488591
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2015,Formulário 8,Mandado de prisão cumprido,0,3848,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2016,Formulário 8,Mandado de prisão cumprido,0,3878,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2017,Formulário 8,Mandado de prisão cumprido,0,3907,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2018,Formulário 8,Mandado de prisão cumprido,0,3916,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2019,Formulário 8,Mandado de prisão cumprido,0,3937,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2020,Formulário 8,Mandado de prisão cumprido,0,3962,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2021,Formulário 8,Mandado de prisão cumprido,0,3968,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2022,Formulário 8,Mandado de prisão cumprido,0,3985,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2023,Formulário 8,Mandado de prisão cumprido,0,3970,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2024,Formulário 8,Mandado de prisão cumprido,0,4000,0.0
Município,4300059,4300059,ÁGUA SANTA,Água Santa,2025,Formulário 8,Mandado de prisão cumprido,0,4003,0.0
Município,4300109,4300109,AGUDO,Agudo,2015,Formulário 8,Mandado de prisão cumprido,0,16827,0.0
Município,4300109,4300109,AGUDO,Agudo,2016,Formulário 8,Mandado de prisão cumprido,25,16788,148.91589230402667
Município,4300109,4300109,AGUDO,Agudo,2017,Formulário 8,Mandado de prisão cumprido,8,16747,47.76974980593539
Município,4300109,4300109,AGUDO,Agudo,2018,Formulário 8,Mandado de prisão cumprido,16,16702,95.79691054963477
Município,4300109,4300109,AGUDO,Agudo,2019,Formulário 8,Mandado de prisão cumprido,27,16660,162.06482593037214
Município,4300109,4300109,AGUDO,Agudo,2020,Formulário 8,Mandado de prisão cumprido,16,16618,96.28114093152004
Município,4300109,4300109,AGUDO,Agudo,2021,Formulário 8,Mandado de prisão cumprido,15,16568,90.53597295992274
Município,4300109,4300109,AGUDO,Agudo,2022,Formulário 8,Mandado de prisão cumprido,7,16478,42.48088360237893
Município,4300109,4300109,AGUDO,Agudo,2023,Formulário 8,Mandado de prisão cumprido,12,16399,73.17519360936643
Município,4300109,4300109,AGUDO,Agudo,2024,Formulário 8,Mandado de prisão cumprido,17,16346,104.00097883274195
Município,4300109,4300109,AGUDO,Agudo,2025,Formulário 8,Mandado de prisão cumprido,19,16341,116.27195398078453
Município,4300208,4300208,AJURICABA,Ajuricaba,2015,Formulário 8,Mandado de prisão cumprido,0,7252,0.0
Município,4300208,4300208,AJURICABA,Ajuricaba,2016,Formulário 8,Mandado de prisão cumprido,1,7220,13.850415512465375
Município,4300208,4300208,AJURICABA,Ajuricaba,2017,Formulário 8,Mandado de prisão cumprido,0,7182,0.0
Município,4300208,4300208,AJURICABA,Ajuricaba,2018,Formulário 8,Mandado de prisão cumprido,1,7140,14.005602240896357
Município,4300208,4300208,AJURICABA,Ajuricaba,2019,Formulário 8,Mandado de prisão cumprido,2,7090,28.208744710860366
Município,4300208,4300208,AJURICABA,Ajuricaba,2020,Formulário 8,Mandado de prisão cumprido,0,7066,0.0
Município,4300208,4300208,AJURICABA,Ajuricaba,2021,Formulário 8,Mandado de prisão cumprido,0,7019,0.0
Município,4300208,4300208,AJURICABA,Ajuricaba,2022,Formulário 8,Mandado de prisão cumprido,0,6942,0.0
Município,4300208,4300208,AJURICABA,Ajuricaba,2023,Formulário 8,Mandado de prisão cumprido,2,6882,29.06131938390003
Município,4300208,4300208,AJURICABA,Ajuricaba,2024,Formulário 8,Mandado de prisão cumprido,0,6848,0.0
Município,4300208,4300208,AJURICABA,Ajuricaba,2025,Formulário 8,Mandado de prisão cumprido,0,6843,0.0
Município,4300307,4300307,ALECRIM,Alecrim,2015,Formulário 8,Mandado de prisão cumprido,0,6902,0.0
Município,4300307,4300307,ALECRIM,Alecrim,2016,Formulário 8,Mandado de prisão cumprido,3,6828,43.936731107205624
Município,4300307,4300307,ALECRIM,Alecrim,2017,Formulário 8,Mandado de prisão cumprido,0,6761,0.0
Município,4300307,4300307,ALECRIM,Alecrim,2018,Formulário 8,Mandado de prisão cumprido,8,6680,119.76047904191617
Município,4300307,4300307,ALECRIM,Alecrim,2019,Formulário 8,Mandado de prisão cumprido,3,6612,45.37205081669691
Município,4300307,4300307,ALECRIM,Alecrim,2020,Formulário 8,Mandado de prisão cumprido,1,6562,15.239256324291373
Município,4300307,4300307,ALECRIM,Alecrim,2021,Formulário 8,Mandado de prisão cumprido,1,6480,15.432098765432098
Município,4300307,4300307,ALECRIM,Alecrim,2022,Formulário 8,Mandado de prisão cumprido,1,6390,15.649452269170578
Município,4300307,4300307,ALECRIM,Alecrim,2023,Formulário 8,Mandado de prisão cumprido,0,6294,0.0
Município,4300307,4300307,ALECRIM,Alecrim,2024,Formulário 8,Mandado de prisão cumprido,2,6228,32.113037893384714
Município,4300307,4300307,ALECRIM,Alecrim,2025,Formulário 8,Mandado de prisão cumprido,0,6219,0.0
Município,4300406,4300406,ALEGRETE,Alegrete,2015,Formulário 8,Mandado de prisão cumprido,0,78226,0.0
Município,4300406,4300406,ALEGRETE,Alegrete,2016,Formulário 8,Mandado de prisão cumprido,26,77917,33.36884120281838
Município,4300406,4300406,ALEGRETE,Alegrete,2017,Formulário 8,Mandado de prisão cumprido,25,77566,32.230616507232554
Município,4300406,4300406,ALEGRETE,Alegrete,2018,Formulário 8,Mandado de prisão cumprido,46,77184,59.59784411276949
Município,4300406,4300406,ALEGRETE,Alegrete,2019,Formulário 8,Mandado de prisão cumprido,13,76810,16.92487957297227
Município,4300406,4300406,ALEGRETE,Alegrete,2020,Formulário 8,Mandado de prisão cumprido,25,76427,32.71095293548092
Município,4300406,4300406,ALEGRETE,Alegrete,2021,Formulário 8,Mandado de prisão cumprido,17,75903,22.397006705927303
Município,4300406,4300406,ALEGRETE,Alegrete,2022,Formulário 8,Mandado de prisão cumprido,18,75308,23.901843097678864
Município,4300406,4300406,ALEGRETE,Alegrete,2023,Formulário 8,Mandado de prisão cumprido,44,74795,58.82746172872519
Município,4300406,4300406,ALEGRETE,Alegrete,2024,Formulário 8,Mandado de prisão cumprido,43,74329,57.85090610663402
Município,4300406,4300406,ALEGRETE,Alegrete,2025,Formulário 8,Mandado de prisão cumprido,36,74285,48.462004442350405
Município,4300455,4300455,ALEGRIA,Alegria,2015,Formulário 8,Mandado de prisão cumprido,0,4135,0.0
Município,4300455,4300455,ALEGRIA,Alegria,2016,Formulário 8,Mandado de prisão cumprido,0,4080,0.0
Município,4300455,4300455,ALEGRIA,Alegria,2017,Formulário 8,Mandado de prisão cumprido,2,4029,49.64010920824026
Município,4300455,4300455,ALEGRIA,Alegria,2018,Formulário 8,Mandado de prisão cumprido,1,3980,25.12562814070352
Município,4300455,4300455,ALEGRIA,Alegria,2019,Formulário 8,Mandado de prisão cumprido,3,3932,76.2970498474059
Município,4300455,4300455,ALEGRIA,Alegria,2020,Formulário 8,Mandado de prisão cumprido,0,3902,0.0
Município,4300455,4300455,ALEGRIA,Alegria,2021,Formulário 8,Mandado de prisão cumprido,0,3858,0.0
Município,4300455,4300455,ALEGRIA,Alegria,2022,Formulário 8,Mandado de prisão cumprido,3,3808,78.78151260504202
Município,4300455,4300455,ALEGRIA,Alegria,2023,Formulário 8,Mandado de prisão cumprido,2,3743,53.433075073470484
Município,4300455,4300455,ALEGRIA,Alegria,2024,Formulário 8,Mandado de prisão cumprido,0,3711,0.0
Município,4300455,4300455,ALEGRIA,Alegria,2025,Formulário 8,Mandado de prisão cumprido,2,3705,53.98110661268556
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2015,Formulário 8,Mandado de prisão cumprido,0,2070,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2016,Formulário 8,Mandado de prisão cumprido,0,2064,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2017,Formulário 8,Mandado de prisão cumprido,0,2057,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2018,Formulário 8,Mandado de prisão cumprido,0,2051,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2019,Formulário 8,Mandado de prisão cumprido,0,2044,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2020,Formulário 8,Mandado de prisão cumprido,0,2039,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2021,Formulário 8,Mandado de prisão cumprido,0,2030,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2022,Formulário 8,Mandado de prisão cumprido,0,2021,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2023,Formulário 8,Mandado de prisão cumprido,0,1989,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2024,Formulário 8,Mandado de prisão cumprido,0,2008,0.0
Município,4300471,4300471,ALMIRANTE TAMANDARÉ DO SUL,Almirante Tamandaré do Sul,2025,Formulário 8,Mandado de prisão cumprido,0,2007,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2015,Formulário 8,Mandado de prisão cumprido,0,7911,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2016,Formulário 8,Mandado de prisão cumprido,0,7846,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2017,Formulário 8,Mandado de prisão cumprido,0,7774,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2018,Formulário 8,Mandado de prisão cumprido,0,7698,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2019,Formulário 8,Mandado de prisão cumprido,0,7632,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2020,Formulário 8,Mandado de prisão cumprido,0,7563,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2021,Formulário 8,Mandado de prisão cumprido,0,7493,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2022,Formulário 8,Mandado de prisão cumprido,0,7397,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2023,Formulário 8,Mandado de prisão cumprido,0,7311,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2024,Formulário 8,Mandado de prisão cumprido,0,7243,0.0
Município,4300505,4300505,ALPESTRE,Alpestre,2025,Formulário 8,Mandado de prisão cumprido,0,7235,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2015,Formulário 8,Mandado de prisão cumprido,0,1855,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2016,Formulário 8,Mandado de prisão cumprido,0,1856,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2017,Formulário 8,Mandado de prisão cumprido,0,1851,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2018,Formulário 8,Mandado de prisão cumprido,0,1854,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2019,Formulário 8,Mandado de prisão cumprido,0,1848,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2020,Formulário 8,Mandado de prisão cumprido,0,1856,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2021,Formulário 8,Mandado de prisão cumprido,0,1853,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2022,Formulário 8,Mandado de prisão cumprido,0,1848,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2023,Formulário 8,Mandado de prisão cumprido,0,1816,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2024,Formulário 8,Mandado de prisão cumprido,0,1837,0.0
Município,4300554,4300554,ALTO ALEGRE,Alto Alegre,2025,Formulário 8,Mandado de prisão cumprido,0,1837,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2015,Formulário 8,Mandado de prisão cumprido,0,2979,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2016,Formulário 8,Mandado de prisão cumprido,0,2991,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2017,Formulário 8,Mandado de prisão cumprido,0,3016,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2018,Formulário 8,Mandado de prisão cumprido,0,3043,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2019,Formulário 8,Mandado de prisão cumprido,0,3071,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2020,Formulário 8,Mandado de prisão cumprido,0,3097,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2021,Formulário 8,Mandado de prisão cumprido,0,3108,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2022,Formulário 8,Mandado de prisão cumprido,0,3121,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2023,Formulário 8,Mandado de prisão cumprido,0,3101,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2024,Formulário 8,Mandado de prisão cumprido,0,3143,0.0
Município,4300570,4300570,ALTO FELIZ,Alto Feliz,2025,Formulário 8,Mandado de prisão cumprido,0,3145,0.0
Município,4300604,4300604,ALVORADA,Alvorada,2015,Formulário 8,Mandado de prisão cumprido,0,201310,0.0
Município,4300604,4300604,ALVORADA,Alvorada,2016,Formulário 8,Mandado de prisão cumprido,32,201113,15.911452765360767
Município,4300604,4300604,ALVORADA,Alvorada,2017,Formulário 8,Mandado de prisão cumprido,70,200677,34.881924684941474
Município,4300604,4300604,ALVORADA,Alvorada,2018,Formulário 8,Mandado de prisão cumprido,82,200010,40.997950102494876
Município,4300604,4300604,ALVORADA,Alvorada,2019,Formulário 8,Mandado de prisão cumprido,75,199272,37.636998675177644
Município,4300604,4300604,ALVORADA,Alvorada,2020,Formulário 8,Mandado de prisão cumprido,105,198457,52.908186660082535
Município,4300604,4300604,ALVORADA,Alvorada,2021,Formulário 8,Mandado de prisão cumprido,198,197383,100.31259024333401
Município,4300604,4300604,ALVORADA,Alvorada,2022,Formulário 8,Mandado de prisão cumprido,180,196124,91.77867063694397
Município,4300604,4300604,ALVORADA,Alvorada,2023,Formulário 8,Mandado de prisão cumprido,336,195035,172.2767708360038
Município,4300604,4300604,ALVORADA,Alvorada,2024,Formulário 8,Mandado de prisão cumprido,302,194116,155.57707762368895
Município,4300604,4300604,ALVORADA,Alvorada,2025,Formulário 8,Mandado de prisão cumprido,406,194062,209.2114891117272
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2015,Formulário 8,Mandado de prisão cumprido,0,6206,0.0
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2016,Formulário 8,Mandado de prisão cumprido,2,6116,32.701111837802486
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2017,Formulário 8,Mandado de prisão cumprido,0,6025,0.0
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2018,Formulário 8,Mandado de prisão cumprido,0,5924,0.0
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2019,Formulário 8,Mandado de prisão cumprido,0,5823,0.0
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2020,Formulário 8,Mandado de prisão cumprido,1,5735,17.436791630340018
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2021,Formulário 8,Mandado de prisão cumprido,0,5641,0.0
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2022,Formulário 8,Mandado de prisão cumprido,1,5541,18.047283883775492
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2023,Formulário 8,Mandado de prisão cumprido,0,5455,0.0
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2024,Formulário 8,Mandado de prisão cumprido,3,5394,55.61735261401557
Município,4300638,4300638,AMARAL FERRADOR,Amaral Ferrador,2025,Formulário 8,Mandado de prisão cumprido,0,5384,0.0
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2015,Formulário 8,Mandado de prisão cumprido,0,7597,0.0
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2016,Formulário 8,Mandado de prisão cumprido,3,7638,39.27729772191673
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2017,Formulário 8,Mandado de prisão cumprido,3,7657,39.179835444691136
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2018,Formulário 8,Mandado de prisão cumprido,7,7692,91.00364014560581
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2019,Formulário 8,Mandado de prisão cumprido,1,7726,12.943308309603935
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2020,Formulário 8,Mandado de prisão cumprido,2,7753,25.796465884173866
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2021,Formulário 8,Mandado de prisão cumprido,0,7780,0.0
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2022,Formulário 8,Mandado de prisão cumprido,3,7778,38.57032656209823
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2023,Formulário 8,Mandado de prisão cumprido,2,7792,25.66735112936345
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2024,Formulário 8,Mandado de prisão cumprido,4,7822,51.13781641523907
Município,4300646,4300646,AMETISTA DO SUL,Ametista do Sul,2025,Formulário 8,Mandado de prisão cumprido,4,7826,51.111679018655764
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2015,Formulário 8,Mandado de prisão cumprido,0,1209,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2016,Formulário 8,Mandado de prisão cumprido,0,1202,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2017,Formulário 8,Mandado de prisão cumprido,0,1192,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2018,Formulário 8,Mandado de prisão cumprido,0,1185,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2019,Formulário 8,Mandado de prisão cumprido,0,1182,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2020,Formulário 8,Mandado de prisão cumprido,0,1179,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2021,Formulário 8,Mandado de prisão cumprido,0,1165,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2022,Formulário 8,Mandado de prisão cumprido,0,1155,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2023,Formulário 8,Mandado de prisão cumprido,0,1129,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2024,Formulário 8,Mandado de prisão cumprido,0,1157,0.0
Município,4300661,4300661,ANDRÉ DA ROCHA,André da Rocha,2025,Formulário 8,Mandado de prisão cumprido,0,1156,0.0
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2015,Formulário 8,Mandado de prisão cumprido,0,6146,0.0
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2016,Formulário 8,Mandado de prisão cumprido,2,6144,32.55208333333333
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2017,Formulário 8,Mandado de prisão cumprido,3,6135,48.89975550122249
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2018,Formulário 8,Mandado de prisão cumprido,0,6136,0.0
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2019,Formulário 8,Mandado de prisão cumprido,0,6140,0.0
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2020,Formulário 8,Mandado de prisão cumprido,0,6138,0.0
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2021,Formulário 8,Mandado de prisão cumprido,0,6128,0.0
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2022,Formulário 8,Mandado de prisão cumprido,1,6103,16.385384237260364
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2023,Formulário 8,Mandado de prisão cumprido,0,6072,0.0
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2024,Formulário 8,Mandado de prisão cumprido,1,6080,16.44736842105263
Município,4300703,4300703,ANTA GORDA,Anta Gorda,2025,Formulário 8,Mandado de prisão cumprido,0,6080,0.0
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2015,Formulário 8,Mandado de prisão cumprido,0,13120,0.0
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2016,Formulário 8,Mandado de prisão cumprido,24,13166,182.28771077016557
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2017,Formulário 8,Mandado de prisão cumprido,15,13211,113.54174551510106
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2018,Formulário 8,Mandado de prisão cumprido,7,13251,52.826201796090864
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2019,Formulário 8,Mandado de prisão cumprido,4,13282,30.11594639361542
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2020,Formulário 8,Mandado de prisão cumprido,2,13320,15.015015015015015
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2021,Formulário 8,Mandado de prisão cumprido,7,13339,52.477696978784024
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2022,Formulário 8,Mandado de prisão cumprido,12,13322,90.07656508031828
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2023,Formulário 8,Mandado de prisão cumprido,3,13319,22.524213529544262
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2024,Formulário 8,Mandado de prisão cumprido,0,13328,0.0
Município,4300802,4300802,ANTÔNIO PRADO,Antônio Prado,2025,Formulário 8,Mandado de prisão cumprido,5,13332,37.5037503750375
Município,4300851,4300851,ARAMBARÉ,Arambaré,2015,Formulário 8,Mandado de prisão cumprido,0,3883,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2016,Formulário 8,Mandado de prisão cumprido,0,3929,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2017,Formulário 8,Mandado de prisão cumprido,0,3970,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2018,Formulário 8,Mandado de prisão cumprido,0,4014,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2019,Formulário 8,Mandado de prisão cumprido,0,4071,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2020,Formulário 8,Mandado de prisão cumprido,0,4116,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2021,Formulário 8,Mandado de prisão cumprido,0,4150,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2022,Formulário 8,Mandado de prisão cumprido,0,4170,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2023,Formulário 8,Mandado de prisão cumprido,0,4176,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2024,Formulário 8,Mandado de prisão cumprido,0,4211,0.0
Município,4300851,4300851,ARAMBARÉ,Arambaré,2025,Formulário 8,Mandado de prisão cumprido,0,4215,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2015,Formulário 8,Mandado de prisão cumprido,0,5852,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2016,Formulário 8,Mandado de prisão cumprido,0,6169,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2017,Formulário 8,Mandado de prisão cumprido,0,6491,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2018,Formulário 8,Mandado de prisão cumprido,0,6825,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2019,Formulário 8,Mandado de prisão cumprido,0,7163,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2020,Formulário 8,Mandado de prisão cumprido,0,7539,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2021,Formulário 8,Mandado de prisão cumprido,0,7892,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2022,Formulário 8,Mandado de prisão cumprido,0,8213,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2023,Formulário 8,Mandado de prisão cumprido,0,8487,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2024,Formulário 8,Mandado de prisão cumprido,0,8794,0.0
Município,4300877,4300877,ARARICÁ,Araricá,2025,Formulário 8,Mandado de prisão cumprido,0,8831,0.0
