nivel_geo,abrangencia,cod_ibge_7_pop,cod_mun_pop,municipio_sinesp,nome_municipio_pop,ano,formulario_clean,evento_clean,agente,num_total,num_fem,num_masc,pop_total,pop_fem,pop_masc
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2024,Formulário 2,Suicídio de Agente do Estado,Polícia Penal,0,0,0,11229915,5778778,5451137
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2024,Formulário 2,Suicídio de Agente do Estado,Polícia Rodoviária Federal,0,0,0,11229915,5778778,5451137
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2024,Formulário 2,Suicídio de Agente do Estado,Profissionais de Perícia,0,0,0,11229915,5778778,5451137
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Agente de Trânsito,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Bombeiro Militar,2,0,2,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Guarda Municipal,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Polícia Civil,2,0,2,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Polícia Federal,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Polícia Militar,7,0,7,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Polícia Penal,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Polícia Rodoviária Federal,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Morte de Agente do Estado,Profissionais de Perícia,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Agente de Trânsito,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Bombeiro Militar,1,0,1,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Guarda Municipal,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Polícia Civil,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Polícia Federal,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Polícia Militar,15,1,14,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Polícia Penal,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Polícia Rodoviária Federal,0,0,0,11233263,5781307,5451956
Estado,Estadual,43,43,NÃO INFORMADO,RIO GRANDE DO SUL (TOTAL),2025,Formulário 2,Suicídio de Agente do Estado,Profissionais de Perícia,0,0,0,11233263,5781307,5451956
